"pff_PLAYID","GameKey","pff_QUARTER","pff_CLOCK","pff_DEFTEAM","pff_DEFSCORE","pff_OFFTEAM","pff_OFFSCORE","pff_DRIVE","pff_DRIVEPLAY","pff_GAINLOSSNET","pff_GAINLOSS","pff_KICKYARDS","pff_NOHUDDLE","pff_NOPLAY","pff_PENALTYYARDS","pff_PREVIOUSPFFPLAYID","pff_RETURNYARDS","pff_SORTORDER","pff_TIMETOPRESSURE","pff_TIMETOTHROW","pff_YARDSAFTERCATCH","pff_YARDSAFTERCONTACT","pff_2MINUTE","pff_BALLCARRIER","pff_BUNCHED","pff_DRIVEENDEVENT","pff_DRIVESTARTEVENT","pff_DROPBACKTYPE","pff_HASH","pff_INCOMPLETIONTYPE","pff_INJURED","pff_KICKDEPTH","pff_KICKER","pff_KICKRESULT","pff_KICKWIDTH","pff_MOFOCPLAYED","pff_MOFOCSHOWN","pff_PASSRESULT","pff_PASSROUTETARGETGROUP","pff_PASSWIDTH","pff_PASSDEPTH","pff_POAACTUAL","pff_POAINTENDED","pff_RBDIRECTION","pff_RETURNER","pff_RUNPASS","pff_SPECIALTEAMSTYPE","pff_TOUCHDOWN","pff_PLAYCLOCK","pff_RUNPASSOPTION","pff_CONTESTED","pff_FIRSTDOWNGAINED","pff_NEXTPLAYID","pff_OFFTIMEOUTSREMAINING","pff_DEFTIMEOUTSREMAINING","JetPers","AsFormation","QBPos","PFFRunType","PFFPlayType","Neutral","Possession","RedZone","NumDB","Rushers","CovNumber","ManZone","CovHigh","CovBlitz","CovHighBlitz","DefPers","Perspective","WP","WP_Punt","WP_FG","WP_Go","EPPT","EP","Down","YardsToGo","AbsoluteYardLine","PlayDescription"
4950809,59072,2,"11:34","DAL",14,"PHI",10,NA,NA,39,68,68,0,0,NA,4950805,29,45,NA,NA,NA,NA,0,"PHI 35","","","","","C","","","68","DAL 19","RETURNED","18","","","","","","","","","","PHI 35","","KICKOFF","",NA,0,"",NA,4950822,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.718,0.72,0.646,0.766,"Kickoff",1.02787229920246,0,0,65,"B.Maher kicks 68 yards from DAL 35 to PHI -3. B.Scott pushed ob at PHI 26 for 29 yards (I.Mukuamu)."
4950822,59072,2,"11:28","DAL",14,"PHI",10,3,1,25,25,NA,0,0,0,4950809,NA,46,3.1,3.2,6,2,0,"PHI 88","","TOUCHDOWN","KICKOFF - RETURN","SD","R","","","","","","","C","C","COMPLETE","7R","43","19","","","","","P","","",5,0,"",1,4950828,3,3,"13","13","UC","UNDEFINED","PLAY ACTION",1,0,0,5,"4","1","Man",1,"Man","Man","4 2 5","DAL",0.717,0.761,0.815,0.774,"P",1.20747470213049,1,10,74,"(11:28) G.Minshew pass deep right to D.Goedert pushed ob at DAL 49 for 25 yards (M.Hooker).
Penalty on DAL-D.Lawrence, Defensive Offside, declined."
4950828,59072,2,"10:56","DAL",14,"PHI",10,3,2,19,19,NA,0,0,NA,4950822,NA,47,NA,2.3,0,0,0,"PHI 16","","TOUCHDOWN","KICKOFF - RETURN","SD","R","","","","","","","C","C","COMPLETE","XR","32","19","","","R","","P","","",1,0,"",1,4950835,3,3,"11","11","Shotgun","UNDEFINED","PLAY ACTION",1,0,0,5,"5+","3","Zone",1,"Zone Pressure","1 Zone Pressure","4 2 5","DAL",0.679,0.743,0.791,0.744,"P",2.7286123503424,1,10,49,"(10:56) (Shotgun) G.Minshew pass deep middle to Q.Watkins to DAL 30 for 19 yards (M.Hooker)."
4950835,59072,2,"10:28","DAL",14,"PHI",10,3,3,0,NA,NA,1,0,NA,4950828,NA,48,NA,2.6,NA,NA,0,"","","TOUCHDOWN","KICKOFF - RETURN","SD","R","OT","","","","","","C","C","INCOMPLETE","XR","36","17","","","","","P","","",20,0,"",NA,4950838,3,3,"11","11","Shotgun","POWER","PLAY ACTION",1,0,0,5,"4","3","Zone",1,"Zone","1 Zone","4 2 5","DAL",0.649,1,0.716,0.721,"P",4.0564816756657,1,10,30,"(10:28) (No Huddle, Shotgun) G.Minshew pass incomplete deep right to Q.Watkins."
4950838,59072,2,"10:23","DAL",14,"PHI",10,3,4,5,5,NA,0,0,NA,4950835,NA,49,NA,NA,NA,5,0,"PHI 26","","TOUCHDOWN","KICKOFF - RETURN","","C","","","","","","","C","C","","","","","MR","MR","R","","R","","",3,1,"",NA,4950845,3,3,"11","11","Shotgun","DRAW","DRAW RPO",1,0,0,5,NA,"1","Man",1,"Man Pressure","Man Pressure","3 3 5","DAL",0.667,1,0.716,0.721,"R",3.62635353757653,2,10,30,"(10:23) (Shotgun) M.Sanders left tackle to DAL 25 for 5 yards (A.Barr)."
4950845,59072,2,"09:42","DAL",14,"PHI",10,3,5,7,7,NA,0,0,NA,4950838,NA,50,NA,1.8,0,0,0,"PHI 11","PHI 06; PHI 88","TOUCHDOWN","KICKOFF - RETURN","SD","L","","","","","","","C","C","COMPLETE","2R","28","7","","","","","P","","",5,0,"",1,4950853,3,3,"11","01","Empty","","QUICK GAME",0,1,0,5,"5+","1","Man",1,"Man Pressure","Man Pressure","3 3 5","DAL",0.669,1,0.709,0.693,"P",3.41194067195085,3,5,25,"(9:42) (Shotgun) G.Minshew pass short middle to A.Brown to DAL 18 for 7 yards (D.Bland, D.Clark)."
4950853,59072,2,"09:12","DAL",14,"PHI",10,3,6,11,11,NA,1,0,NA,4950845,NA,51,NA,NA,NA,5,0,"PHI 14","","TOUCHDOWN","KICKOFF - RETURN","","C","","","","","","","O","O","","","","","MR","MR","R","","R","","",21,1,"",1,4950858,3,3,"11","11","Shotgun","INSIDE ZONE READ","INSIDE ZONE READ RPO",0,0,1,5,NA,"4","Zone",2,"Zone","2 Zone","3 3 5","DAL",0.628,1,0.701,0.703,"R",4.84923604688324,1,10,18,"(9:12) (No Huddle, Shotgun) K.Gainwell right guard to DAL 7 for 11 yards (M.Hooker)."
4950858,59072,2,"08:47","DAL",14,"PHI",10,3,7,4,4,NA,1,0,NA,4950853,NA,52,NA,NA,NA,1,0,"PHI 14","PHI 06; PHI 16","TOUCHDOWN","KICKOFF - RETURN","","C","","","","","","","C","C","","","","","ML","ML","R","","R","","",23,0,"",NA,4950865,3,3,"11","12","Shotgun","INSIDE ZONE READ","INSIDE ZONE READ",0,0,1,5,NA,"RedZone","Other",NA,"Other","Other","3 3 5","DAL",0.602,1,0.695,0.703,"R",5.47748004706781,1,7,7,"(8:47) (No Huddle, Shotgun) K.Gainwell up the middle to DAL 3 for 4 yards (M.Hooker, D.Lawrence)."
4950865,59072,2,"08:20","DAL",14,"PHI",10,3,8,2,2,NA,1,0,NA,4950858,NA,53,NA,NA,NA,2,0,"PHI 14","","TOUCHDOWN","KICKOFF - RETURN","","R","","","","","","","O","O","","","","","LT","LT","R","","R","","",20,0,"",NA,4950872,3,3,"11","12","Shotgun","INSIDE ZONE READ","INSIDE ZONE READ",0,0,1,5,NA,"RedZone","Other",NA,"Other","Other","3 3 5","DAL",0.598,1,0.695,0.666,"R",5.55821802745635,2,3,3,"(8:20) (No Huddle, Shotgun) K.Gainwell up the middle to DAL 1 for 2 yards (J.Kearse, D.Clark)."
4950872,59072,2,"07:54","DAL",14,"PHI",10,3,9,0,0,NA,1,0,NA,4950865,NA,54,NA,NA,NA,2,0,"PHI 14","","TOUCHDOWN","KICKOFF - RETURN","","R","","","","","","","O","O","","","","","LE","ML","R","","R","","",19,0,"",NA,4950878,3,3,"11","12","Shotgun","INSIDE ZONE","INSIDE ZONE",0,0,1,5,NA,"0","Man",0,"Zero","Zero","3 3 5","DAL",0.599,1,0.695,0.602,"R",5.55187374734514,3,1,1,"(7:54) (No Huddle, Shotgun) K.Gainwell up the middle to DAL 1 for no gain (D.Lawrence, D.Wilson)."
4950878,59072,2,"07:15","DAL",14,"PHI",10,3,10,1,1,NA,0,0,NA,4950872,NA,55,NA,NA,NA,1,0,"PHI 10","","TOUCHDOWN","KICKOFF - RETURN","","R","","","","","","","O","O","","","","","QB SNEAK","QB SNEAK","U","","R","","PHI 10",8,0,"",1,4950880,3,3,"12","22","UC","SNEAK","SNEAK",0,0,1,5,NA,"0","Man",0,"Man","Man","3 3 5","DAL",0.601,1,0.695,0.601,"R",4.3367397354686,4,1,1,"(7:15) G.Minshew up the middle for 1 yard, TOUCHDOWN."
4950880,59072,2,"07:08","DAL",14,"PHI",16,NA,NA,0,NA,NA,0,0,NA,4950878,NA,56,NA,NA,NA,NA,0,"","","","","","C","","","","PHI 04","MADE - M","","","","","","","","","","","","","EXTRA POINT","",NA,0,"",NA,4950884,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.54398,1,0.487,0.429,"Extra Point",0.936890574214518,0,0,15,"J.Elliott extra point is GOOD, Center-R.Lovato, Holder-B.Kern."
4950884,59072,2,"07:08","PHI",17,"DAL",14,NA,NA,40,71,71,0,0,NA,4950880,NA,57,NA,NA,NA,NA,0,"","","","","","C","","","71","PHI 04","TOUCHBACK","29","","","","","","","","","","DAL 09","","KICKOFF","",NA,0,"",NA,4950893,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.542,0.538,0.633,0.473,"Kickoff",1.02787229920246,0,0,65,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback."
4950893,59072,2,"07:08","PHI",17,"DAL",14,4,1,3,3,NA,0,0,NA,4950884,NA,58,NA,NA,NA,1,0,"DAL 20","DAL 13; DAL 85","FIELD GOAL","KICKOFF - TB","","R","","","","","","","C","C","","","","","LE","LE","L","","R","","",7,0,"",NA,4950896,3,3,"11","11","UC","PIN PULL","PIN PULL",1,0,0,5,NA,"3","Zone",1,"Zone Pressure","1 Zone Pressure","5 1 5","DAL",0.542,0.478,0.399,0.46,"R",0.977105090910883,1,10,75,"(7:08) T.Pollard left end to DAL 28 for 3 yards (J.Bradberry)."
4950896,59072,2,"06:34","PHI",17,"DAL",14,4,2,8,8,NA,0,0,NA,4950893,NA,59,NA,1.7,1,1,0,"DAL 13","DAL 13; DAL 88","FIELD GOAL","KICKOFF - TB","SD","L","","","","","","","C","C","COMPLETE","3R","4","7","","","","","P","","",13,0,"",1,4950900,3,3,"11","00","Empty","","QUICK GAME",1,0,0,5,"5+","3","Zone",1,"Zone Pressure","1 Zone Pressure","5 1 5","DAL",0.533,0.48,0.401,0.469,"P",0.757524070181175,2,7,72,"(6:34) (Shotgun) D.Prescott pass short left to M.Gallup pushed ob at DAL 36 for 8 yards (D.Slay)."
4950900,59072,2,"06:09","PHI",17,"DAL",14,4,3,3,3,NA,0,0,NA,4950896,NA,60,NA,NA,NA,2,0,"DAL 21","","FIELD GOAL","KICKOFF - TB","","L","","PHI 90","","","","","C","O","","","","","LE","LE","L","","R","","",16,0,"",NA,4950906,3,3,"11","11","UC","OUTSIDE ZONE","OUTSIDE ZONE",1,0,0,5,NA,"3","Zone",1,"Zone","1 Zone","5 1 5","DAL",0.562,0.488,0.411,0.475,"R",2.04296538552061,1,10,64,"(6:09) E.Elliott left tackle to DAL 39 for 3 yards (J.Davis; J.Sweat). PHI-J.Davis was injured during the play. His return is Questionable."
4950906,59072,2,"05:48","PHI",17,"DAL",14,4,4,0,0,NA,0,0,NA,4950900,NA,61,NA,NA,NA,1,0,"DAL 21","DAL 13; DAL 88","FIELD GOAL","KICKOFF - TB","","L","","","","","","","C","O","","","","","RG","RG","R","","R","","",25,1,"",NA,4950908,3,3,"11","11","Shotgun","INSIDE ZONE READ","INSIDE ZONE READ RPO",1,0,0,5,NA,"3","Zone",1,"Zone Pressure","1 Zone Pressure","5 1 5","DAL",0.553,0.49,0.414,0.487,"R",1.68314068434408,2,7,61,"(5:48) (Shotgun) E.Elliott right guard to DAL 39 for no gain (L.Joseph)."
4950908,59072,2,"05:19","PHI",17,"DAL",14,4,5,26,26,NA,1,0,0,4950906,NA,62,NA,2.5,0,0,0,"DAL 88","DAL 86; DAL 88","FIELD GOAL","KICKOFF - TB","SD","R","","","","","","","O","O","COMPLETE","9S","22","26","","","R","","P","","",16,0,"",1,4950913,3,3,"11","10","Shotgun","","STANDARD DROP",0,1,0,5,"4","6","Zone",2,"Zone","2 Zone","4 2 5","DAL",0.526,0.489,0.412,0.485,"P",0.828887150287486,3,7,61,"(5:19) (No Huddle, Shotgun) D.Prescott pass deep middle to C.Lamb to PHI 35 for 26 yards (M.Epps).
Penalty on PHI-J.Sweat, Defensive Offside, declined."
4950913,59072,2,"04:56","PHI",17,"DAL",14,4,6,1,1,NA,0,0,NA,4950908,NA,63,NA,NA,NA,1,0,"DAL 21","","FIELD GOAL","KICKOFF - TB","","L","","","","","","","O","C","","","","","RT","RT","R","","R","","",9,0,"",NA,4950917,3,3,"12","12","Shotgun","COUNTER","COUNTER",1,0,0,4,NA,"6","Zone",2,"Zone","2 Zone","5 2 4","DAL",0.617,0.498,0.529,0.52,"R",3.76260404836248,1,10,35,"(4:56) (Shotgun) E.Elliott up the middle to PHI 34 for 1 yard (L.Joseph, K.White)."
4950917,59072,2,"04:20","PHI",17,"DAL",14,4,7,6,6,NA,0,0,NA,4950913,NA,64,NA,2.5,2,1,0,"DAL 88","","FIELD GOAL","KICKOFF - TB","SD","R","","","","","","","C","O","COMPLETE","6R","28","4","","","","","P","","",10,0,"",NA,4950921,3,3,"12","00","Empty","","STANDARD DROP",1,0,0,5,"4","3","Zone",1,"Zone","1 Zone","4 2 5","DAL",0.6,0.495,0.537,0.525,"P",3.26216627983979,2,9,34,"(4:20) (Shotgun) D.Prescott pass short middle to C.Lamb to PHI 28 for 6 yards (K.White)."
4950921,59072,2,"03:44","PHI",17,"DAL",14,4,8,4,4,NA,0,0,NA,4950917,NA,65,NA,1.2,7,1,0,"DAL 88","DAL 85; DAL 88","FIELD GOAL","KICKOFF - TB","SD","C","","","","","","","C","C","COMPLETE","0R","14","-3","","","","","P","","",9,1,"",1,4950925,3,3,"11","11","Shotgun","INSIDE ZONE","INSIDE ZONE RPO",0,1,0,5,"5+","3","Zone",1,"Zone Pressure","1 Zone Pressure","4 2 5","DAL",0.606,0,0.567,0.566,"P",3.41920072323872,3,3,28,"(3:44) (Shotgun) D.Prescott pass short left to C.Lamb to PHI 24 for 4 yards (T.Edwards)."
4950925,59072,2,"03:08","PHI",17,"DAL",14,4,9,14,14,NA,0,0,NA,4950921,NA,66,1.8,1.9,6,4,0,"DAL 88","","FIELD GOAL","KICKOFF - TB","SD","L","","","","","","","O","C","COMPLETE","2R","25","8","","","","","P","","",10,0,"",1,4950930,3,3,"11","11","Shotgun","","QUICK GAME",1,0,0,5,"4","4","Zone",2,"Zone","2 Zone","4 2 5","DAL",0.637,0,0.575,0.533,"P",4.4926670692956,1,10,24,"(3:08) (Shotgun) D.Prescott pass short middle to C.Lamb to PHI 10 for 14 yards (R.Blankenship)."
4950930,59072,2,"02:29","PHI",17,"DAL",14,4,10,5,5,NA,0,0,NA,4950925,NA,67,NA,NA,NA,1,0,"DAL 21","DAL 13; DAL 85","FIELD GOAL","KICKOFF - TB","","L","","","","","","","O","O","","","","","RG","ML","L","","R","","",7,0,"",NA,4950936,3,3,"11","11","UC","DUO","DUO",0,0,1,5,NA,"RedZone","Other",NA,"Other Pressure","Other Pressure","5 1 5","DAL",0.664,0,0.597,0.523,"R",5.27172149349236,1,10,10,"(2:29) E.Elliott right guard to PHI 5 for 5 yards (T.Edwards; R.Blankenship)."
4950936,59072,2,"02:00","PHI",17,"DAL",14,4,11,2,2,NA,0,0,NA,4950930,NA,68,NA,NA,NA,1,0,"DAL 21","","FIELD GOAL","KICKOFF - TB","","R","","","","","","","C","C","","","","","ML","MR","L","","R","","",19,1,"",NA,4950940,3,3,"11","11","Shotgun","INSIDE ZONE","INSIDE ZONE RPO",0,0,1,5,NA,"1","Man",1,"Man Pressure","Man Pressure","5 1 5","DAL",0.666,0,0.598,0.562,"R",5.29832288276926,2,5,5,"(2:00) (Shotgun) E.Elliott left tackle to PHI 3 for 2 yards (L.Joseph)."
4950940,59072,2,"01:55","PHI",17,"DAL",14,4,12,0,NA,NA,0,0,NA,4950936,NA,69,NA,1.5,NA,NA,0,"","DAL 85; DAL 86; DAL 88","FIELD GOAL","KICKOFF - TB","SD","L","RE","","","","","","C","C","INCOMPLETE","9F","3","10","","","","","P","","",20,0,"",NA,4950943,3,2,"11","10","Shotgun","","QUICK GAME",0,0,1,5,"5+","1","Man",1,"Man Pressure","Man Pressure","5 1 5","DAL",0.654,0,0.598,0.578,"P",4.68550331421647,3,3,3,"(1:55) (Shotgun) D.Prescott pass incomplete short left to M.Gallup."
4950943,59072,2,"01:52","PHI",17,"DAL",14,NA,NA,0,21,21,0,0,NA,4950940,NA,70,NA,NA,NA,NA,0,"","","","","","L","","","","DAL 19","MADE - M","","","","","","","","","","","","","FIELD GOAL","",NA,0,"",NA,4950945,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.598,0,0.598,0.578,"Field Goal",2.98421737354903,4,3,3,"(1:52) B.Maher 21 yard field goal is GOOD, Center-M.Overton, Holder-B.Anger."
4950945,59072,2,"01:49","DAL",17,"PHI",17,NA,NA,40,75,75,0,0,NA,4950943,NA,71,NA,NA,NA,NA,0,"","","","","","C","","","71","DAL 19","TOUCHBACK","17","","","","","","","","","","PHI 35","","KICKOFF","",NA,0,"",NA,4950949,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.598,0.601,0.511,0.655,"Kickoff",1.02787229920246,0,0,65,"B.Maher kicks 65 yards from DAL 35 to end zone, Touchback."
4950949,59072,2,"01:49","DAL",17,"PHI",17,4,1,15,NA,NA,0,1,15,4950945,NA,72,NA,2.7,NA,NA,2,"","","FIELD GOAL","KICKOFF - TB","SD","R","PE","","","","","","C","O","INCOMPLETE","3R","52","18","","","","","P","","",7,0,"",1,4950953,2,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","1","Man",1,"Man Simulated","Man Simulated","3 2 6","DAL",0.598,0.646,0.736,0.677,"P",0.977105090910883,1,10,75,"(1:49) (Shotgun) G.Minshew pass incomplete short right to D.Goedert.
PENALTY on DAL-D.Wilson, Defensive Pass Interference, 15 yards, enforced at PHI 25 - No Play."
4950953,59072,2,"01:45","DAL",17,"PHI",17,4,2,6,6,NA,0,0,NA,4950949,NA,73,NA,2.3,4,1,2,"PHI 14","","FIELD GOAL","KICKOFF - TB","SD","R","","","","","","","O","C","COMPLETE","H7","28","2","","","","","P","","",13,0,"",NA,4950960,2,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","2Z","Zone",2,"Zone Simulated","2 Zone Simulated","3 2 6","DAL",0.571,0.624,0.711,0.651,"P",2.14994536053658,1,10,60,"(1:45) (Shotgun) G.Minshew pass short middle to K.Gainwell to PHI 46 for 6 yards (D.Bland)."
4950960,59072,2,"01:21","DAL",17,"PHI",17,4,3,0,NA,NA,1,0,NA,4950953,NA,74,NA,3.2,NA,NA,2,"","PHI 11; PHI 16","FIELD GOAL","KICKOFF - TB","SD","C","OT","","","","","","O","C","INCOMPLETE","4R","24","15","","","","","P","","",24,0,"",NA,4950969,2,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","2Z","Zone",2,"Zone Simulated","2 Zone Simulated","3 2 6","DAL",0.563,0.618,0.701,0.617,"P",2.37354865866145,2,4,54,"(1:21) (No Huddle, Shotgun) G.Minshew pass incomplete short left to D.Smith."
4950969,59072,2,"01:16","DAL",17,"PHI",17,4,4,20,20,NA,0,0,NA,4950960,NA,75,2.1,2.2,9,7,2,"PHI 88","PHI 16; PHI 88","FIELD GOAL","KICKOFF - TB","SD","C","","","","","","","O","C","COMPLETE","XR","28","11","","","","","P","","",1,0,"",1,4950974,2,3,"11","00","Empty","","STANDARD DROP",0,0,0,6,"3-","2M","Man",2,"Man Drop 8","Man Drop 8","3 2 6","DAL",0.589,0.617,0.701,0.617,"P",1.55130906239069,3,4,54,"(1:16) (Shotgun) G.Minshew pass short middle to D.Goedert to DAL 34 for 20 yards (D.Wilson)."
4950974,59072,2,"00:51","DAL",17,"PHI",17,4,5,4,4,NA,1,0,NA,4950969,NA,76,NA,1.8,0,0,2,"PHI 06","","FIELD GOAL","KICKOFF - TB","SD","L","","","","","","","C","O","COMPLETE","4R","15","4","","","","","P","","",24,0,"",NA,4950980,2,3,"11","10","Shotgun","","QUICK GAME",0,0,0,6,"4 Sim","3","Zone",1,"Zone Simulated","1 Zone Simulated","3 2 6","DAL",0.519,0.614,0.585,0.602,"P",3.74958640019776,1,10,34,"(:51) (No Huddle, Shotgun) G.Minshew pass short left to D.Smith to DAL 30 for 4 yards (N.Wright)."
4950980,59072,2,"00:47","DAL",17,"PHI",17,4,6,0,NA,NA,0,0,NA,4950974,NA,77,1.9,2.8,NA,NA,2,"","","FIELD GOAL","KICKOFF - TB","SD","L","PD","","","","","","C","O","INCOMPLETE","6R","6","12","","","L","","P","","",9,0,"1; DAL 25",NA,4950985,1,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","1","Man",1,"Man Simulated","Man Simulated","3 2 6","DAL",0.523,1,0.561,0.579,"P",3.64094320738553,2,6,30,"(:47) (Shotgun) G.Minshew pass incomplete short left to Q.Watkins (N.Wright)."
4950985,59072,2,"00:41","DAL",17,"PHI",17,4,7,6,6,NA,0,0,NA,4950980,NA,78,NA,1.8,0,0,2,"PHI 06","","FIELD GOAL","KICKOFF - TB","SD","L","","","","","","","C","C","COMPLETE","4R","16","6","","","R","","P","","",4,0,"",1,4950988,1,3,"11","10","Shotgun","","QUICK GAME",0,0,0,6,"5+","1","Man",1,"Man Pressure","Man Pressure","3 2 6","DAL",0.55,1,0.561,0.579,"P",2.81660445414886,3,6,30,"(:41) (Shotgun) G.Minshew pass short left to D.Smith to DAL 24 for 6 yards (N.Wright)."
4950988,59072,2,"00:25","DAL",17,"PHI",17,4,8,-5,NA,NA,1,1,-5,4950985,NA,79,NA,NA,NA,NA,2,"","PHI 06; PHI 11; PHI 16; PHI 88","FIELD GOAL","KICKOFF - TB","","L","","","","","","","","","","","","","","","","","X","","",31,0,"",NA,4950992,1,3,"11","10","UC","","OTHER",0,0,0,6,NA,"Other","Other",NA,"Other","Other","3 2 6","DAL",0.498,1,0.546,0.582,"X",4.4926670692956,1,10,24,"(:25) (No Huddle) PENALTY on PHI-D.Goedert, False Start, 5 yards, enforced at DAL 24 - No Play."
4950992,59072,2,"00:25","DAL",17,"PHI",17,4,9,0,NA,NA,0,0,NA,4950988,NA,80,2.2,3.5,NA,NA,2,"","PHI 11; PHI 88","FIELD GOAL","KICKOFF - TB","SD","L","TA","","","","","","O","C","THROWN AWAY","","","0","","","","","P","","",9,0,"",NA,4950994,0,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","2Z","Zone",2,"Zone Simulated","2 Zone Simulated","3 2 6","DAL",0.516,1,0.557,0.613,"P",3.84619717720185,1,15,29,"(:25) (Shotgun) G.Minshew pass incomplete short left."
4950994,59072,2,"00:20","DAL",17,"PHI",17,4,10,0,NA,NA,0,0,NA,4950992,NA,81,2.4,2.5,NA,NA,2,"","PHI 06; PHI 88","FIELD GOAL","KICKOFF - TB","SD","L","TA","","","","","","O","C","THROWN AWAY","","","0","","","","","P","","",4,0,"",NA,4950996,0,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","2Z","Zone",2,"Zone Simulated","2 Zone Simulated","3 2 6","DAL",0.537,1,0.557,0.613,"P",3.31929058703184,2,15,29,"(:20) (Shotgun) G.Minshew pass incomplete short left."
4950996,59072,2,"00:15","DAL",17,"PHI",17,4,11,0,NA,NA,0,0,NA,4950994,NA,82,1.9,2.2,NA,NA,2,"","PHI 06; PHI 88","FIELD GOAL","KICKOFF - TB","SD","L","TA","","","","","","C","O","THROWN AWAY","","","0","","","","","P","","",4,0,"",NA,4950998,0,3,"11","10","Shotgun","","STANDARD DROP",0,0,0,6,"4 Sim","3","Zone",1,"Zone Simulated","1 Zone Simulated","3 2 6","DAL",0.564,1,0.557,0.613,"P",2.59386742631707,3,15,29,"(:15) (Shotgun) G.Minshew pass incomplete short left."
4950998,59072,2,"00:11","DAL",17,"PHI",17,NA,NA,0,47,47,0,0,0,4950996,NA,83,NA,NA,NA,NA,0,"","","","","","L","","","","PHI 04","MADE - IL","","","","","","","","","","","","","FIELD GOAL","",10,0,"",NA,4951003,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.557,1,0.557,0.613,"Field Goal",1.3526254494903,4,15,29,"(:11) J.Elliott 47 yard field goal is GOOD, Center-R.Lovato, Holder-B.Kern.
Penalty on DAL-C.Goodwin, Defensive Offside, declined."
4951003,59072,2,"00:06","PHI",20,"DAL",17,NA,NA,40,75,75,0,0,NA,4950998,NA,84,NA,NA,NA,NA,0,"","","","","","C","","","74","PHI 04","TOUCHBACK","28","","","","","","","","","","DAL 09","","KICKOFF","",NA,0,"",NA,4951006,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.522,0.517,0.625,0.444,"Kickoff",1.02787229920246,0,0,65,"J.Elliott kicks 65 yards from PHI 35 to end zone, Touchback."
4951006,59072,2,"00:06","PHI",20,"DAL",17,5,1,-1,-1,NA,0,0,NA,4951003,NA,85,NA,NA,NA,0,0,"DAL 04","","END OF HALF","KICKOFF - TB","","R","","","","","","","","","","","","","QB KNEEL","QB KNEEL","U","","R","","",NA,0,"",NA,4951008,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.522,0.463,0.362,0.43,"R",0.977105090910883,1,10,75,"(:06) D.Prescott kneels to DAL 24 for -1 yards."
4951008,59072,3,"15:00","PHI",20,"DAL",17,NA,NA,51,71,71,0,0,10,4951006,30,86,NA,NA,NA,NA,0,"DAL 09","","","","","C","","","71","PHI 04","RETURNED","31","","","","","","","","","","DAL 09","","KICKOFF","",NA,0,"",NA,4951018,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAL",0.522,0.519,0.625,0.446,"Kickoff",1.02787229920246,0,0,65,"J.Elliott kicks 72 yards from PHI 35 to DAL -7. K.Turpin to DAL 49 for 56 yards (M.Epps).
PENALTY on DAL-N.Wright, Offensive Holding, 10 yards, enforced at DAL 24."
